event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread
Invest,tracking system,Serrano-Cruz,"Notably, the company has been channeling investments into advanced and sustainable nets, alongside implementing a cutting-edge tracking system to ensure the adoption of responsible fishing techniques.",True,False,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Transaction,Dunn Inc,Serrano-Cruz,"In recent months, Serrano-Cruz has solidified its dedication to sustainable fishing by engaging in multiple transactions with esteemed counterparts, including Dunn Inc, a company renowned for its ethical practices.",True,True,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Aid,marine sanctuaries,Serrano-Cruz,"Furthermore, Serrano-Cruz has demonstrated its philanthropic ethos by generously donating $2000 to local marine sanctuaries in July 2035.",True,False,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Communication.Conference,Alvarez PLC,Serrano-Cruz,"Additionally, the company has actively participated in various conferences and collaborative initiatives, notably engaging with industry leaders such as Alvarez PLC and Craig Ltd.",True,True,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Communication.Conference,Craig Ltd,Serrano-Cruz,"Additionally, the company has actively participated in various conferences and collaborative initiatives, notably engaging with industry leaders such as Alvarez PLC and Craig Ltd.",True,False,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Invest,commodities,Serrano-Cruz,"Emphasizing its commitment to sustainability, Serrano-Cruz has strategically invested in commodities geared towards enhancing efficiency and safety in fishing practices.",True,False,Serrano-Cruz__0__0__Haacklee Herald.txt,00,Serrano-Cruz_Haacklee Herald
Transaction,Greer-Holder,Phillips-Newton,"February 16, 2035: Phillips-Newton engaged in several transactions and investments, including partnerships with Greer-Holder and Perez-Harmon.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Perez-Harmon,Phillips-Newton,"February 16, 2035: Phillips-Newton engaged in several transactions and investments, including partnerships with Greer-Holder and Perez-Harmon.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,sustainable nets,Phillips-Newton,"Notably, investments were made in sustainable nets and tracking systems, emphasizing the company's dedication to environmentally friendly practices.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,tracking systems,Phillips-Newton,"Notably, investments were made in sustainable nets and tracking systems, emphasizing the company's dedication to environmentally friendly practices.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,"Smith, Smith, and Barber",Phillips-Newton,"April 4, 2035: The company continued its proactive approach with transactions involving Smith, Smith, and Barber, as well as partnerships with Wilcox-Nelson and Valdez, Dalton, and Cook in conferences.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Communication.Conference,Wilcox-Nelson,Phillips-Newton,"April 4, 2035: The company continued its proactive approach with transactions involving Smith, Smith, and Barber, as well as partnerships with Wilcox-Nelson and Valdez, Dalton, and Cook in conferences.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Communication.Conference,"Valdez, Dalton, and Cook",Phillips-Newton,"April 4, 2035: The company continued its proactive approach with transactions involving Smith, Smith, and Barber, as well as partnerships with Wilcox-Nelson and Valdez, Dalton, and Cook in conferences.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,safety,Phillips-Newton,Investments in safety and efficiency were also prioritized.,True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,efficiency,Phillips-Newton,Investments in safety and efficiency were also prioritized.,True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,sustainable nets,Phillips-Newton,"April 28, 2035: Phillips-Newton expanded its investment portfolio, focusing on sustainable nets, marine sanctuary aid, and efficiency.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Aid,marine sanctuary,Phillips-Newton,"April 28, 2035: Phillips-Newton expanded its investment portfolio, focusing on sustainable nets, marine sanctuary aid, and efficiency.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,efficiency,Phillips-Newton,"April 28, 2035: Phillips-Newton expanded its investment portfolio, focusing on sustainable nets, marine sanctuary aid, and efficiency.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Flores Ltd,Phillips-Newton,Transactions with Flores Ltd and Serrano-Cruz further demonstrated the company's active role in the market.,True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Serrano-Cruz,Phillips-Newton,Transactions with Flores Ltd and Serrano-Cruz further demonstrated the company's active role in the market.,True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Castillo-Elliott,Phillips-Newton,"May 6, 2035: More transactions followed, including collaborations with Castillo-Elliott and Thomas-Weaver.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Thomas-Weaver,Phillips-Newton,"May 6, 2035: More transactions followed, including collaborations with Castillo-Elliott and Thomas-Weaver.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Fisherman's Best N.V. Express,Phillips-Newton,"Noteworthy was the partnership with Fisherman's Best N.V. Express, reflecting Phillips-Newton's influence and reputation in the industry.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Communication.Conference,Craig Ltd,Phillips-Newton,"June 16, 2035: Phillips-Newton participated in conferences with Craig Ltd and Cooper, Holland, and Nelson, showcasing its engagement with industry stakeholders.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Communication.Conference,"Cooper, Holland, and Nelson",Phillips-Newton,"June 16, 2035: Phillips-Newton participated in conferences with Craig Ltd and Cooper, Holland, and Nelson, showcasing its engagement with industry stakeholders.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Solis-Lopez,Phillips-Newton,"Transactions with Solis-Lopez, Henderson, Hall, and Lutz, and Faulkner, Schmidt, and Wheeler highlighted the company's continuous expansion and partnerships.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,"Henderson, Hall, and Lutz",Phillips-Newton,"Transactions with Solis-Lopez, Henderson, Hall, and Lutz, and Faulkner, Schmidt, and Wheeler highlighted the company's continuous expansion and partnerships.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,"Faulkner, Schmidt, and Wheeler",Phillips-Newton,"Transactions with Solis-Lopez, Henderson, Hall, and Lutz, and Faulkner, Schmidt, and Wheeler highlighted the company's continuous expansion and partnerships.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,tracking systems,Phillips-Newton,"July 11, 2035: The company maintained its momentum with investments in tracking systems, efficiency, and sustainable nets, underscoring its forward-looking approach.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,efficiency,Phillips-Newton,"July 11, 2035: The company maintained its momentum with investments in tracking systems, efficiency, and sustainable nets, underscoring its forward-looking approach.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Invest,sustainable nets,Phillips-Newton,"July 11, 2035: The company maintained its momentum with investments in tracking systems, efficiency, and sustainable nets, underscoring its forward-looking approach.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Aid,marine sanctuary,Phillips-Newton,"Additionally, continued support for marine sanctuary aid reinforced its commitment to environmental stewardship.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Evans-Burns,Phillips-Newton,"Interestingly, some of the transactions involved partnerships with companies of varied backgrounds such as Evans-Burns, Coleman, Thompson, and Huber, and Ross-Curtis.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,"Coleman, Thompson, and Huber",Phillips-Newton,"Interestingly, some of the transactions involved partnerships with companies of varied backgrounds such as Evans-Burns, Coleman, Thompson, and Huber, and Ross-Curtis.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Transaction,Ross-Curtis,Phillips-Newton,"Interestingly, some of the transactions involved partnerships with companies of varied backgrounds such as Evans-Burns, Coleman, Thompson, and Huber, and Ross-Curtis.",True,True,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Owns.PartiallyOwns,Conti family,Phillips-Newton,"Speaking of esteemed partners, Phillips-Newton was rumored to join forces with the Conti family.",True,False,Phillips-Newton__0__0__The News Buoy.txt,00,Phillips-Newton_The News Buoy
Fishing.SustainableFishing,Sustainable Fishing Initiative,Watson-Gray,Watson-Gray Leads Sustainable Fishing Initiative,True,False,Watson-Gray__0__1__The News Buoy.txt,01,Watson-Gray_The News Buoy
Fishing.SustainableFishing,sustainable nets,Thomas-Weaver,The company has invested in state-of-the-art sustainable nets and advanced tracking systems to ensure its fishing practices have a minimal environmental impact.,True,False,Thomas-Weaver__0__0__Haacklee Herald.txt,00,Thomas-Weaver_Haacklee Herald
Invest,Sustainable Nets,"Taylor, Prince and Sherman","Sustainable Nets Investment (March 24, 2035): The company invested in sustainable nets, demonstrating its commitment to reducing environmental impact while maintaining productivity.",True,False,"Taylor, Prince and Sherman__0__0__The News Buoy.txt",00,"Taylor, Prince and Sherman_The News Buoy"
Invest,Efficiency,"Taylor, Prince and Sherman","Commodity: Efficiency Investment (March 29, 2035): Taylor, Prince and Sherman invested in efficiency-enhancing commodities to streamline operations and minimize waste.",True,True,"Taylor, Prince and Sherman__0__0__The News Buoy.txt",00,"Taylor, Prince and Sherman_The News Buoy"
Invest,Tracking System,"Taylor, Prince and Sherman",Tracking System Investment (Multiple dates): Investments were made in tracking systems to enhance traceability and transparency throughout the supply chain.,True,False,"Taylor, Prince and Sherman__0__0__The News Buoy.txt",00,"Taylor, Prince and Sherman_The News Buoy"
Fishing.SustainableFishing,Cod Table,"Taylor, Prince and Sherman","Cod Table Initiatives (Multiple dates): Several initiatives were launched under the Cod Table brand, focusing on sustainable fishing practices and environmental conservation.",True,True,"Taylor, Prince and Sherman__0__0__The News Buoy.txt",00,"Taylor, Prince and Sherman_The News Buoy"
Transaction,Mcgee and Sons,"Taylor, Prince and Sherman","Mcgee and Sons Transaction (March 12, 2035): Taylor, Prince and Sherman entered into a transaction with Mcgee and Sons, further expanding its reach and influence in the industry.",True,False,"Taylor, Prince and Sherman__0__0__The News Buoy.txt",00,"Taylor, Prince and Sherman_The News Buoy"
Fishing.SustainableFishing,Sustainable_nets,Moore-Simon,"The company has been investing in state-of-the-art sustainable nets, tracking systems, and has even given $2,000 to a local marine sanctuary as aid.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Fishing.SustainableFishing,Tracking_System,Moore-Simon,"The company has been investing in state-of-the-art sustainable nets, tracking systems, and has even given $2,000 to a local marine sanctuary as aid.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Aid,Marine_Sanctuary,Moore-Simon,"The company has been investing in state-of-the-art sustainable nets, tracking systems, and has even given $2,000 to a local marine sanctuary as aid.",True,True,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Wilcox-Nelson,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Thomas-Weaver,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Cook PLC,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Smith-Hull,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,True,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Velasquez Inc,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,True,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Transaction,Barnett Ltd,Moore-Simon,"In the month of April, 2035, Moore-Simon has signed multiple fishing transactions with reputable companies such as Wilcox-Nelson, Thomas-Weaver, Cook PLC, Smith-Hull, Velasquez Inc, and Barnett Ltd.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Communication.Conference,Cuevas PLC,Moore-Simon,"Recently, they participated in a conference alongside reputable companies such as Cuevas PLC, Bishop-Hernandez, and Murray, Friedman and Wall.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Communication.Conference,Bishop-Hernandez,Moore-Simon,"Recently, they participated in a conference alongside reputable companies such as Cuevas PLC, Bishop-Hernandez, and Murray, Friedman and Wall.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Communication.Conference,"Murray, Friedman and Wall",Moore-Simon,"Recently, they participated in a conference alongside reputable companies such as Cuevas PLC, Bishop-Hernandez, and Murray, Friedman and Wall.",True,False,Moore-Simon__0__0__Lomark Daily.txt,00,Moore-Simon_Lomark Daily
Invest,commodity safety,"Roth, Logan and Moreno","In February, the company made significant investments in commodity safety and sustainable nets, highlighting its proactive approach to ensuring product quality and environmental stewardship.",True,False,"Roth, Logan and Moreno__0__0__Lomark Daily.txt",00,"Roth, Logan and Moreno_Lomark Daily"
