event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
CertificateIssued,Castillo-Elliott,City Of South Paackland,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
CertificateIssued,Castillo-Elliott,City Of Himark,,False,True,Castillo-Elliott__0__0__Lomark Daily.txt,00,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Sustainable_nets,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
CertificateIssued,Castillo-Elliott,City Of South Paackland,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
CertificateIssued,Castillo-Elliott,City Of Himark,,False,True,Castillo-Elliott__0__0__The News Buoy.txt,00,Castillo-Elliott_The News Buoy,1.0,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Invest,Efficiency,Castillo-Elliott,"In the month of March 2035, the company invested $10000 in efficient and sustainable nets, and another $15000 in a tracking system to monitor their fishing activities.",True,True,Castillo-Elliott__0__1__Lomark Daily.txt,01,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,"Additionally, the company has given $5000 to a local marine sanctuary as aid.",True,True,Castillo-Elliott__0__1__Lomark Daily.txt,01,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__1__Lomark Daily.txt,01,Castillo-Elliott_Lomark Daily,0.33333333333333337,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Aid,Marine_Sanctuary,Castillo-Elliott,"In the month of March, 2035, the company has given $10,000 to Local marine sanctuary as aid.",True,True,Castillo-Elliott__0__1__The News Buoy.txt,01,Castillo-Elliott_The News Buoy,0.5,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Fishing,Tuna Shelf,Castillo-Elliott,,False,True,Castillo-Elliott__0__1__The News Buoy.txt,01,Castillo-Elliott_The News Buoy,0.5,BassLine,Junior Shurdlu,2035-02-01T01:00:00
Communication,Rhodes-Thompson,Frey Inc,,False,True,Frey Inc__0__0__Haacklee Herald.txt,00,Frey Inc_Haacklee Herald,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Watson-Gray,Frey Inc,,False,True,Frey Inc__0__0__Lomark Daily.txt,00,Frey Inc_Lomark Daily,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Watson-Gray,Frey Inc,,False,True,Frey Inc__0__0__The News Buoy.txt,00,Frey Inc_The News Buoy,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Watson-Gray,Frey Inc,,False,True,Frey Inc__0__0__The News Buoy.txt,00,Frey Inc_The News Buoy,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Rhodes-Thompson,Frey Inc,,False,True,Frey Inc__0__0__The News Buoy.txt,00,Frey Inc_The News Buoy,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Ellis-Hunter,Frey Inc,,False,True,Frey Inc__0__0__The News Buoy.txt,00,Frey Inc_The News Buoy,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Transaction,Ellis-Hunter,Frey Inc,,False,True,Frey Inc__0__0__The News Buoy.txt,00,Frey Inc_The News Buoy,1.0,BassLine,Jack Inch,2035-02-01T01:00:00
Invest,Safety,Barnes and Sons,"On February 1st, Barnes and Sons made substantial investments in safety and tracking systems, demonstrating their dedication to ensuring the well-being of workers and the traceability of their products.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Tracking_System,Barnes and Sons,"On February 1st, Barnes and Sons made substantial investments in safety and tracking systems, demonstrating their dedication to ensuring the well-being of workers and the traceability of their products.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Communication.Conference,"Anderson, Brown and Green",Barnes and Sons,"They also participated in conferences with industry peers, such as Mcgee and Sons and Anderson, Brown and Green, to share insights and best practices.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Aid,Marine_Sanctuary,Barnes and Sons,"Throughout February, Barnes and Sons extended their support to marine sanctuaries and engaged in sustainable fishing practices in the Tuna Shelf and Cod Table regions.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,"Throughout February, Barnes and Sons extended their support to marine sanctuaries and engaged in sustainable fishing practices in the Tuna Shelf and Cod Table regions.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Aid,Marine_Sanctuary,Barnes and Sons,"March saw Barnes and Sons doubling down on their efforts, with continued aid to marine sanctuaries and participation in conferences with Turner-Green and Olsen Group.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Safety,Barnes and Sons,"As April unfolded, Barnes and Sons remained at the forefront of sustainability initiatives. They made additional investments in efficiency and safety while participating in conferences with Collins, Johnson and Lloyd, and Hughes-Clark.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,"Fishing activities in the Tuna Shelf and Cod Table regions, along with transactions with Mcgee and Sons and Harrell-Walters, further highlighted their proactive approach to responsible fishing practices.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Safety,Barnes and Sons,"On April 26th, they engaged in sustainable fishing activities in the Cod Table region while making significant investments in safety and efficiency.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Tracking_System,Barnes and Sons,"By May 27th, Barnes and Sons expanded their investments into tracking systems and sustainable nets, aiming to enhance transparency and reduce environmental impact.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,"Concurrently, they maintained their operations in sustainable fishing in the Tuna Shelf region and made additional strides in commodity safety.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Safety,Barnes and Sons,"Concurrently, they maintained their operations in sustainable fishing in the Tuna Shelf region and made additional strides in commodity safety.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Aid,Marine_Sanctuary,Barnes and Sons,"June 15th marked another milestone for Barnes and Sons as they continued their dedication to sustainability. Transactions with companies like Arellano Group and Kelly-Smith demonstrated their ongoing partnerships, while their contributions to marine sanctuaries and investments in sustainable nets reaffirmed their commitment to environmental stewardship.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Tracking_System,Barnes and Sons,"June 24: Made investments in commodity efficiency, sustainable nets, and tracking systems while actively participating in sustainable fishing ventures in the Cod Table and Tuna Shelf regions.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,"June 24: Made investments in commodity efficiency, sustainable nets, and tracking systems while actively participating in sustainable fishing ventures in the Cod Table and Tuna Shelf regions.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,"June 28: Furthered their commitment with additional sustainable fishing activities in the Tuna Shelf and Cod Table regions, accompanied by investments in tracking systems.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Tracking_System,Barnes and Sons,"June 28: Furthered their commitment with additional sustainable fishing activities in the Tuna Shelf and Cod Table regions, accompanied by investments in tracking systems.",True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Fishing.SustainableFishing,Tuna Shelf,Barnes and Sons,July 11: Continued sustainable fishing efforts in the Tuna Shelf region while contributing to marine sanctuary aid and making investments in commodity safety and sustainable nets.,True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Aid,Marine_Sanctuary,Barnes and Sons,July 11: Continued sustainable fishing efforts in the Tuna Shelf region while contributing to marine sanctuary aid and making investments in commodity safety and sustainable nets.,True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
Invest,Safety,Barnes and Sons,July 11: Continued sustainable fishing efforts in the Tuna Shelf region while contributing to marine sanctuary aid and making investments in commodity safety and sustainable nets.,True,True,Barnes and Sons__0__0__Haacklee Herald.txt,00,Barnes and Sons_Haacklee Herald,0.31034482758620685,ShadGPT,Junior Shurdlu,2035-02-01T02:00:00
